MA	2500313345	00618264	Cheshire town	A	69442568	1833958	      26.812	       0.708	 42.565107	 -73.149142
MA	2500314010	00619417	Clarksburg town	A	32868742	267283	      12.691	       0.103	 42.722720	 -73.105818
MA	2500316180	00619418	Dalton town	A	56384798	256363	      21.770	       0.099	 42.479819	 -73.153776
MA	2500321360	00618265	Egremont town	A	48355351	618506	      18.670	       0.239	 42.173533	 -73.444931
MA	2500324120	00619419	Florida town	A	63107660	609587	      24.366	       0.235	 42.680041	 -73.015814
MA	2500326815	00619420	Great Barrington town	A	116086967	2464254	      44.821	       0.951	 42.221851	 -73.333044
MA	2500328180	00619421	Hancock town	A	92450613	177284	      35.695	       0.068	 42.524696	 -73.323177
MA	2500330315	00618266	Hinsdale town	A	53689958	2502364	      20.730	       0.966	 42.435827	 -73.112812
MA	2500334340	00618267	Lanesborough town	A	74695661	1899775	      28.840	       0.734	 42.535857	 -73.241133
MA	2500334655	00618268	Lee town	A	67714678	2254251	      26.145	       0.870	 42.303174	 -73.233924
MA	2500334970	00618269	Lenox town	A	54950946	1168924	      21.217	       0.451	 42.367858	 -73.269763
MA	2500342460	00618270	Monterey town	A	68467641	2510201	      26.436	       0.969	 42.186893	 -73.223105
MA	2500343300	00618271	Mount Washington town	A	57613939	390424	      22.245	       0.151	 42.090920	 -73.470197
MA	2500344385	00598751	New Ashford town	A	34855754	36176	      13.458	       0.014	 42.610717	 -73.225328
MA	2500345420	00618272	New Marlborough town	A	121432607	2629681	      46.885	       1.015	 42.098436	 -73.241978
MA	2500346225	00618273	North Adams city	F	52697981	691988	      20.347	       0.267	 42.675551	 -73.118109
MA	2500351580	00619422	Otis town	A	92111054	6455801	      35.564	       2.493	 42.204346	 -73.084962
MA	2500353050	00619423	Peru town	A	67162248	273449	      25.931	       0.106	 42.408169	 -73.035340
MA	2500353960	00619424	Pittsfield city	F	104806115	5171490	      40.466	       1.997	 42.451840	 -73.260685
MA	2500356795	00619425	Richmond town	A	48456299	840962	      18.709	       0.325	 42.383497	 -73.359187
MA	2500359665	00619426	Sandisfield town	A	134230152	2919932	      51.827	       1.127	 42.107496	 -73.118607
MA	2500360225	00619427	Savoy town	A	92878793	452282	      35.861	       0.175	 42.594166	 -73.022320
MA	2500361065	00619428	Sheffield town	A	122801997	2936436	      47.414	       1.134	 42.103650	 -73.359887
MA	2500367595	00618274	Stockbridge town	A	58898869	2434471	      22.741	       0.940	 42.301969	 -73.323024
MA	2500371095	00619429	Tyringham town	A	48260580	585218	      18.634	       0.226	 42.240876	 -73.181328
MA	2500373335	00618275	Washington town	A	98423697	2118462	      38.002	       0.818	 42.369768	 -73.155170
MA	2500377990	00618276	West Stockbridge town	A	47792804	595257	      18.453	       0.230	 42.312354	 -73.388044
MA	2500379985	00619430	Williamstown town	A	121029966	329451	      46.730	       0.127	 42.695743	 -73.222118
MA	2500380685	00619431	Windsor town	A	90620770	448405	      34.989	       0.173	 42.519837	 -73.049690
MA	2500500000	00000000	County subdivisions not defined	F	0	146334378	       0.000	      56.500	 41.578566	 -70.843419
MA	2500500520	01729673	Acushnet town	A	47727295	1350798	      18.428	       0.522	 41.718217	 -70.901151
MA	2500502690	00618278	Attleboro city	F	69352850	2577259	      26.777	       0.995	 41.931653	 -71.294503
MA	2500505280	00619432	Berkley town	A	42766350	2362062	      16.512	       0.912	 41.838061	 -71.077615
MA	2500516425	00618279	Dartmouth town	A	157809108	94819858	      60.930	      36.610	 41.566510	 -70.958229
MA	2500516950	00618280	Dighton town	A	57058284	1495418	      22.030	       0.577	 41.829498	 -71.151766
MA	2500520100	00619433	Easton town	A	74487261	1230503	      28.760	       0.475	 42.040515	 -71.109329
MA	2500522130	00618281	Fairhaven town	A	32063903	4606884	      12.380	       1.779	 41.633619	 -70.871306
MA	2500523000	00618282	Fall River city	F	85769409	18424381	      33.116	       7.114	 41.725351	 -71.094162
MA	2500525240	00619434	Freetown town	A	89281512	4995144	      34.472	       1.929	 41.779380	 -71.019526
MA	2500538225	00618283	Mansfield town	A	52060525	830936	      20.101	       0.321	 42.017302	 -71.216410
MA	2500545000	00619435	New Bedford city	F	51792301	10707139	      19.997	       4.134	 41.661303	 -70.937913
MA	2500546575	00618284	North Attleborough town	A	48835090	1357822	      18.855	       0.524	 41.970454	 -71.334930
MA	2500549970	00619436	Norton town	A	72035467	3885982	      27.813	       1.500	 41.965341	 -71.181780
MA	2500556060	00618285	Raynham town	A	53049737	771688	      20.483	       0.298	 41.930646	 -71.045128
MA	2500556375	00619437	Rehoboth town	A	121557180	1409688	      46.933	       0.544	 41.846878	 -71.244870
MA	2500560645	00618286	Seekonk town	A	47641795	640651	      18.395	       0.247	 41.842106	 -71.322309
MA	2500562430	00619438	Somerset town	A	20457807	10344650	       7.899	       3.994	 41.738479	 -71.165065
MA	2500568750	00619439	Swansea town	A	58737861	6716118	      22.679	       2.593	 41.758163	 -71.214181
MA	2500569170	00619440	Taunton city	F	120960043	4434135	      46.703	       1.712	 41.903324	 -71.094987
MA	2500577570	00618287	Westport town	A	129038736	38252467	      49.822	      14.769	 41.579794	 -71.081822
MA	2500701585	00618289	Aquinnah town	A	13811970	91795835	       5.333	      35.443	 41.334000	 -70.823432
MA	2500713800	00618288	Chilmark town	A	49319885	210793444	      19.043	      81.388	 41.303014	 -70.778694
MA	2500721150	00619441	Edgartown town	A	69445833	248596061	      26.813	      95.983	 41.372950	 -70.482349
MA	2500726325	00618290	Gosnold town	A	34153243	328890419	      13.187	     126.985	 41.443110	 -70.862707
MA	2500750390	00619442	Oak Bluffs town	A	18932296	48187533	       7.310	      18.605	 41.457160	 -70.556101
MA	2500769940	00619443	Tisbury town	A	16935079	32553285	       6.539	      12.569	 41.473071	 -70.617422
MA	2500778235	00618291	West Tisbury town	A	64857632	43312008	      25.042	      16.723	 41.394406	 -70.656447
MA	2500900000	00000000	County subdivisions not defined	F	0	537178650	       0.000	     207.406	 42.453395	 -70.653587
MA	2500901260	00618292	Amesbury Town city	F	31782255	3783180	      12.271	       1.461	 42.851293	 -70.955810
MA	2500901465	00619444	Andover town	A	79807660	3436444	      30.814	       1.327	 42.648044	 -71.161751
MA	2500905595	00618293	Beverly city	F	39081568	19420894	      15.089	       7.498	 42.557088	 -70.843066
MA	2500907420	00618294	Boxford town	A	61053032	2202714	      23.573	       0.850	 42.683108	 -71.018330
MA	2500916250	00618295	Danvers town	A	34362560	2374683	      13.267	       0.917	 42.574174	 -70.950516
MA	2500921850	00618296	Essex town	A	36167008	5379258	      13.964	       2.077	 42.640420	 -70.771172
MA	2500925625	00619445	Georgetown town	A	33301959	750836	      12.858	       0.290	 42.727879	 -70.982036
MA	2500926150	00618297	Gloucester city	F	67853259	39661375	      26.198	      15.313	 42.628850	 -70.685875
MA	2500927620	00618298	Groveland town	A	23000428	1337626	       8.881	       0.516	 42.753900	 -71.015935
MA	2500927900	00619446	Hamilton town	A	36720188	1909840	      14.178	       0.737	 42.626223	 -70.857230
MA	2500929405	00619447	Haverhill city	F	85563034	6889818	      33.036	       2.660	 42.782945	 -71.087436
MA	2500932310	00619448	Ipswich town	A	83143201	26699680	      32.102	      10.309	 42.695981	 -70.835648
MA	2500934550	00619449	Lawrence city	F	17946721	1295352	       6.929	       0.500	 42.700273	 -71.161357
MA	2500937490	00619450	Lynn city	F	27819751	7206124	      10.741	       2.782	 42.474862	 -70.962185
MA	2500937560	00618299	Lynnfield town	A	25522182	1525344	       9.854	       0.589	 42.534146	 -71.038333
MA	2500937995	00619451	Manchester-by-the-Sea town	A	23899656	23403920	       9.228	       9.036	 42.562321	 -70.760282
MA	2500938400	00618300	Marblehead town	A	11318157	39397805	       4.370	      15.212	 42.495629	 -70.835820
MA	2500940430	00618301	Merrimac town	A	22024288	1033032	       8.504	       0.399	 42.838603	 -71.011997
MA	2500940710	00618302	Methuen Town city	F	57523675	2025823	      22.210	       0.782	 42.742526	 -71.179149
MA	2500941095	00618303	Middleton town	A	34822062	2702596	      13.445	       1.043	 42.610513	 -71.007118
MA	2500943580	00618304	Nahant town	A	2708895	37778568	       1.046	      14.586	 42.419279	 -70.930091
MA	2500945175	00619452	Newbury town	A	60503666	7612046	      23.361	       2.939	 42.770406	 -70.872417
MA	2500945245	00618305	Newburyport city	F	21625807	6109676	       8.350	       2.359	 42.812141	 -70.886646
MA	2500946365	00618306	North Andover town	A	68068956	3711232	      26.282	       1.433	 42.673909	 -71.091334
MA	2500952490	00618307	Peabody city	F	42022243	1504784	      16.225	       0.581	 42.534279	 -70.969782
MA	2500957880	00618308	Rockport town	A	18108081	27316869	       6.992	      10.547	 42.656952	 -70.604630
MA	2500958405	00618309	Rowley town	A	47146814	5573483	      18.203	       2.152	 42.721495	 -70.886637
MA	2500959105	00619453	Salem city	F	21478273	25918841	       8.293	      10.007	 42.499248	 -70.898204
MA	2500959245	00618310	Salisbury town	A	39807233	6251594	      15.370	       2.414	 42.844793	 -70.841476
MA	2500960015	00619454	Saugus town	A	27910810	2556898	      10.776	       0.987	 42.468432	 -71.013946
